id,family_id,name,slug,description,common_name,search_terms
proc_lower_spine_ct_scan,fam_ct_scan,Lumbar Spine CT,lumbar-spine-ct,Lower back CT,L-Spine CT,
proc_lower_spine_x_ray,fam_x_ray,Lower Back X-Ray,lower-back-x-ray,Lumbar spine X-ray,Back X-Ray,
proc_lumbar_puncture,fam_lumbar_puncture,Spinal Tap,spinal-tap,Lumbar puncture for diagnosis,Spinal Tap,"spinal tap,lp,csf test,meningitis test"
proc_lung_diffusing_capacity_test,fam_lung_test,Lung Diffusion Test,lung-diffusion-test,Oxygen absorption test,DLCO,
proc_magnesium,fam_blood_test,Magnesium Test,magnesium-test,Blood magnesium,Magnesium,
proc_meperidine_injection,fam_injection,Meperidine Injection,meperidine-injection,Pain medication,Demerol,
proc_mesh_surgical_implantable,fam_implant,Surgical Mesh,surgical-mesh,Implantable hernia mesh,Hernia Mesh,
proc_methylprednisolone_injection,fam_injection,Methylprednisolone Injection,methylprednisolone-injection,Steroid injection,Depo-Medrol,
proc_metoclopramide_injection,fam_injection,Metoclopramide Injection,metoclopramide-injection,Anti-nausea medication,Reglan,
proc_microalbumin_urinalysis,fam_urine_test,Microalbumin Test,microalbumin-test,Urine protein for kidney,Microalbumin,
proc_midazolam_injection,fam_injection,Midazolam Injection,midazolam-injection,Sedative injection,Versed,
proc_middle_cerebral_artery_doppler,fam_fetal_monitoring,Fetal Brain Doppler,fetal-brain-doppler,Fetal brain blood flow,MCA Doppler,
proc_moderate_sedation,fam_sedation,Moderate Sedation,moderate-sedation,Conscious sedation for procedures,Sedation,
proc_morphine_injection,fam_injection,Morphine Injection,morphine-injection,Pain medication,Morphine,
proc_multiple_organism_dna_probe,fam_culture,Multi-Pathogen PCR,multi-pathogen-pcr,Multiple organism test,Multiplex PCR,
proc_myocardial_perfusion_spect,fam_cardiac_imaging,Nuclear Heart Scan,nuclear-heart-scan,Heart perfusion imaging,SPECT Scan,"nuclear stress test,cardiac nuclear,heart perfusion,thallium stress"
proc_naloxone_injection,fam_injection,Naloxone Injection,naloxone-injection,Opioid reversal agent,Narcan,
proc_natriuretic_peptide_bnp,fam_blood_test,BNP Test,bnp-test,Heart failure marker,BNP,
proc_nebulizer_treatment,fam_breathing_treatment,Breathing Treatment,breathing-treatment,Nebulizer medication,Nebulizer,"breathing treatment,nebulizer,neb treatment,asthma treatment"
proc_neisseria_dna_probe,fam_culture,Gonorrhea PCR,gonorrhea-pcr,Gonorrhea DNA test,GC PCR,
proc_neonatal_intensive_care,fam_nicu,NICU Care,nicu-care,Neonatal intensive care,NICU,
proc_nerve_conduction_study,fam_nerve_study,Nerve Conduction Study,nerve-conduction-study,Nerve electrical signal test,NCS,"ncs,nerve test,nerve function test"
proc_neuroplasty,fam_nerve_surgery,Nerve Decompression,nerve-decompression,Surgical nerve release,Nerve Release,
proc_newborn_care,fam_newborn,Newborn Care,newborn-care,Initial newborn evaluation,Baby Checkup,
proc_ng_tube_placement_with_imaging,fam_gi_tube,NG Tube Placement,ng-tube,Nasogastric tube insertion,NG Tube,
proc_obstetric_panel,fam_blood_test,Pregnancy Blood Panel,pregnancy-blood-panel,Prenatal blood tests,Prenatal Labs,
proc_oct_optic_nerve,fam_eye_exam,OCT Scan,oct-scan,Optic nerve imaging,OCT,
proc_office_visit,fam_office_visit,Office Visit,office-visit,Doctor visit for evaluation and management,Doctor Visit,"doctor visit,doctor appointment,checkup,clinic visit,medical visit"
proc_onabotulinumtoxin_a,fam_injection,Botox Injection,botox-injection,Botulinum toxin injection,Botox,
proc_ondansetron_injection,fam_injection,Ondansetron Injection,ondansetron-injection,Anti-nausea medication,Zofran,
proc_open_cholecystectomy,fam_gallbladder,Open Gallbladder Removal,open-cholecystectomy,Traditional gallbladder surgery,Open Chole,
proc_ophthalmic_biometry,fam_eye_exam,Eye Measurement,eye-measurement,Eye length measurement,IOL Calc,
proc_ophthalmic_biometry_ultrasound,fam_eye_ultrasound,Eye A-Scan,eye-a-scan,Eye measurement ultrasound,A-Scan,
proc_ophthalmic_ultrasound,fam_eye_ultrasound,Eye Ultrasound,eye-ultrasound,Ultrasound of eye,Eye Ultrasound,
proc_orbit_face_neck_mri,fam_mri,Face/Neck MRI,face-neck-mri,Face and neck MRI,Face MRI,
proc_orthotic_prosthetic_training,fam_training,Orthotic/Prosthetic Training,orthotic-prosthetic-training,Brace or prosthetic training,Device Training,
proc_other_peripheral_nerve_block,fam_nerve_block,Peripheral Nerve Block,peripheral-nerve-block,Other nerve block,Nerve Block,
proc_pap_smear,fam_smear_test,Pap Smear,pap-smear,Cervical cancer screening,Pap Smear,
proc_pap_smear_test,fam_smear_test,Pap Smear Collection,pap-collection,Pap specimen collection,Pap Collection,
proc_partial_thromboplastin_time_ptt,fam_blood_test,PTT Test,ptt-test,Clotting time test,PTT,
proc_pelvis_mri,fam_mri,Pelvis MRI,pelvis-mri,Pelvis MRI scan,Pelvis MRI,
proc_pelvis_x_ray,fam_x_ray,Pelvis X-Ray,pelvis-x-ray,Hip and pelvis X-ray,Pelvis X-Ray,
proc_phosphorus,fam_blood_test,Phosphorus Test,phosphorus-test,Blood phosphorus,Phosphorus,
proc_physical_performance_test,fam_physical_therapy,Physical Function Test,physical-function-test,Physical performance assessment,Function Test,
proc_physical_therapy,fam_physical_therapy,Physical Therapy,physical-therapy,PT treatment session,Physical Therapy,"pt,physio,rehab,rehabilitation,physical rehab"
proc_picc_insertion,fam_vascular_access,PICC Line Insertion,picc-line,Peripherally inserted central catheter,PICC Line,
proc_pneumococcal_vaccine,fam_vaccine,Pneumonia Vaccine,pneumonia-vaccine,Pneumococcal vaccination,Pneumonia Shot,"pneumonia shot,pneumonia vaccine,prevnar,pneumovax"
proc_postpartum_care_only,fam_pregnancy_care,Postpartum Care,postpartum-care,Care after delivery,Post-Birth Care,
proc_potassium,fam_blood_test,Potassium Test,potassium-test,Blood potassium,Potassium,
proc_precancer_skin_growth_destruction,fam_skin,Precancer Lesion Removal,precancer-removal,Removing precancerous skin growths,Actinic Keratosis Treatment,
proc_promethazine_injection,fam_injection,Promethazine Injection,promethazine-injection,Anti-nausea medication,Phenergan,
proc_propofol_injection,fam_injection,Propofol Injection,propofol-injection,Anesthetic agent,Propofol,
proc_prostate_specific_antigen_blood_test,fam_blood_test,PSA Test,psa-test,Prostate screening,PSA,
proc_prosthetic_implant_nos,fam_implant,Prosthetic Implant,prosthetic-implant,Surgical prosthetic device,Implant,
proc_psychiatric_eval,fam_mental_health_eval,Psychiatric Evaluation,psychiatric-evaluation,Mental health assessment,Psych Eval,"mental health evaluation,psych eval,psychiatric assessment,mental health exam"
proc_psychotherapy,fam_mental_health_therapy,Psychotherapy,psychotherapy,Therapy session,Therapy,"therapy,counseling,talk therapy,therapist visit,mental health therapy"
proc_pulse_oximetry,fam_breathing_treatment,Oxygen Level Check,oxygen-level-check,Blood oxygen measurement,Pulse Ox,"oxygen saturation,o2 sat,pulse ox,finger oxygen"
proc_rbc_antibody_screen,fam_blood_test,Antibody Screen,antibody-screen,RBC antibody test,Antibody Screen,
proc_refraction,fam_eye_exam,Refraction Test,refraction-test,Eyeglass prescription measurement,Glasses Rx,
proc_revision_knee_arthroplasty,fam_joint_replacement,Knee Replacement Revision,knee-revision,Redo knee replacement,Knee Revision,
proc_rivaroxaban_oral,fam_drug,Rivaroxaban,rivaroxaban,Oral blood thinner,Xarelto,
proc_routine_ecg,fam_ecg,ECG,ecg,Electrocardiogram heart test,ECG,"ekg,heart test,heart rhythm,electrocardiogram,heart monitor,cardiac rhythm"
proc_rubella_antibody,fam_blood_test,Rubella Test,rubella-test,German measles immunity,Rubella,
proc_sars_cov_2_antigen,fam_immunoassay,COVID-19 Rapid Test,covid-rapid,COVID rapid antigen,COVID Rapid,
proc_sarscov2_doo_immunoassay,fam_immunoassay,COVID-19 POC Test,covid-poc,COVID point of care,COVID Quick,
proc_sarscov2_immunoassay,fam_immunoassay,COVID-19 Antibody,covid-antibody,COVID antibody test,COVID Antibody,
proc_sarscov2_influenza_immunoassay,fam_immunoassay,COVID/Flu Combo,covid-flu-combo,COVID and flu test,COVID/Flu,
proc_sarscov2_vaccine,fam_vaccine,COVID-19 Vaccine,covid-vaccine,COVID-19 vaccination,COVID Shot,"covid shot,covid vaccine,coronavirus vaccine,covid-19 shot"
proc_sciatic_nerve_block,fam_nerve_block,Leg Nerve Block,leg-nerve-block,Sciatic nerve block,Sciatic Block,
proc_screening_mammography,fam_mammography,Screening Mammogram,screening-mammogram,Routine breast cancer screening,Screening Mammogram,"mammogram,breast screening,breast cancer test,routine mammogram"
proc_sedimentation_rate_automated,fam_blood_test,Sed Rate,sed-rate,Inflammation marker,ESR,
proc_self_care_training,fam_training,Self Care Training,self-care-training,Activities of daily living training,Self Care Training,
proc_sensorimotor_examination,fam_eye_exam,Eye Movement Exam,eye-movement-exam,Eye muscle coordination test,Eye Movement Test,
proc_shoulder_x_ray,fam_x_ray,Shoulder X-Ray,shoulder-x-ray,Shoulder X-ray,Shoulder X-Ray,
proc_simple_laceration_repair,fam_wound_repair,Simple Wound Repair,simple-wound-repair,Stitches for simple cuts,Stitches,"stitches,wound repair,cut repair,sutures,laceration"
proc_skin_growth_biopsy,fam_biopsy,Skin Biopsy,skin-biopsy,Skin tissue sampling,Skin Biopsy,
proc_skin_growth_destruction,fam_skin,Skin Growth Removal,skin-growth-removal,Removing benign skin lesions,Wart Removal,
proc_sodium,fam_blood_test,Sodium Test,sodium-test,Blood sodium,Sodium,
proc_sodium_hyaluronate_ophthalmic,fam_eye_implant,Eye Lubricant,eye-lubricant,Surgical eye lubricant,Healon,
proc_spinal_canal_cervical_mri,fam_mri,Cervical Spine MRI,cervical-spine-mri,Neck spine MRI,C-Spine MRI,"neck mri,c-spine mri,cervical mri,neck spine scan"
proc_spinal_canal_lumbar_mri,fam_mri,Lumbar Spine MRI,lumbar-spine-mri,Lower back MRI,L-Spine MRI,"lower back mri,l-spine mri,lumbar mri,back scan"
proc_spinal_canal_thoracic_mri,fam_mri,Thoracic Spine MRI,thoracic-spine-mri,Mid-back MRI,T-Spine MRI,
proc_spinal_chiropractic,fam_chiropractic,Chiropractic Adjustment,chiropractic-adjustment,Spinal manipulation,Adjustment,
proc_spirometry_test,fam_lung_test,Breathing Test,breathing-test,Lung function spirometry,Spirometry,"breathing test,lung function,pft,pulmonary function"
proc_stool_culture,fam_culture,Stool Culture,stool-culture,Stool infection test,Stool Culture,
proc_streptococcus_doo_immunoassay,fam_immunoassay,Strep Rapid Test,strep-rapid,Strep throat test,Strep Test,"strep test,strep throat test,rapid strep"
proc_subsequent_hospital_care,fam_hospital_care,Hospital Follow-up Care,hospital-followup,Daily hospital care after admission,Hospital Follow-up,
proc_subsequent_nursing_facility_care,fam_nursing_facility_care,Nursing Facility Follow-up,nursing-followup,Ongoing nursing facility care,Nursing Home Care,
proc_surgical_pathology,fam_pathology,Surgical Pathology,surgical-pathology,Tissue examination,Pathology,
proc_syphilis_test_qualitative,fam_blood_test,Syphilis Test,syphilis-test,Syphilis screening,RPR,
proc_tb_skin_test,fam_immunoassay,TB Skin Test,tb-skin-test,Tuberculosis screening,PPD,
proc_tele_medical_discussion,fam_telemedicine,Telemedicine Visit,telemedicine-visit,Phone or video medical consultation,Phone Consultation,
proc_thigh_bone_x_ray,fam_x_ray,Femur X-Ray,femur-x-ray,Thigh bone X-ray,Thigh X-Ray,
proc_thoracic_spine_ct_scan,fam_ct_scan,Thoracic Spine CT,thoracic-spine-ct,Mid-back CT,T-Spine CT,
proc_tracheostomy_emergency,fam_airway,Emergency Tracheostomy,emergency-tracheostomy,Emergency airway creation,Emergency Trach,
proc_tracheostomy_tube_change,fam_airway,Trach Tube Change,trach-tube-change,Tracheostomy tube replacement,Trach Change,
proc_transitional_care_mngmnt,fam_hospital_care,Transitional Care,transitional-care,Care coordination after hospital,Post-Hospital Care,
proc_transvaginal_ultrasound,fam_ultrasound,Transvaginal Ultrasound,transvaginal-ultrasound,Pelvic ultrasound,Transvaginal US,
proc_treponema_pallidum_antibody,fam_blood_test,Syphilis Confirmation,syphilis-confirm,Syphilis confirmatory,FTA-ABS,
proc_triamcinolone_ophthalmic,fam_eye_implant,Eye Steroid Injection,eye-steroid,Steroid injection in eye,Eye Steroid,
proc_triglycerides,fam_blood_test,Triglycerides,triglycerides,Blood fat test,Triglycerides,
proc_troponin_quantitative,fam_blood_test,Troponin Test,troponin-test,Heart attack marker,Troponin,
proc_tsh_blood_test,fam_blood_test,TSH Test,tsh-test,Thyroid function test,TSH,"thyroid test,thyroid function,thyroid screening,thyroid level"
proc_tympanometry_test,fam_hearing,Tympanometry,tympanometry,Middle ear function test,Ear Pressure Test,
proc_ultrasound_guidance_needle_placement,fam_ultrasound,Ultrasound-Guided Procedure,ultrasound-guided-procedure,Ultrasound needle guidance,US Guidance,
proc_ultrasound_ob,fam_ob_ultrasound,Pregnancy Ultrasound,pregnancy-ultrasound,Prenatal ultrasound imaging,Baby Ultrasound,"baby ultrasound,pregnancy scan,prenatal ultrasound,pregnancy ultrasound"
proc_ultrasound_retroperitoneal_limited,fam_ultrasound,Limited Retroperitoneal US,limited-retroperitoneal-us,Limited deep belly ultrasound,Limited Retro US,
proc_umbilical_artery_doppler,fam_fetal_monitoring,Umbilical Cord Doppler,umbilical-doppler,Cord blood flow monitoring,Cord Doppler,
proc_umbilical_hernia_repair,fam_hernia,Belly Button Hernia Repair,umbilical-hernia-repair,Umbilical hernia surgery,Belly Button Hernia,
proc_unclassified_drug,fam_drug,Unclassified Drug,unclassified-drug,Miscellaneous medication,Other Medication,
proc_upper_spine_ct_scan,fam_ct_scan,Cervical Spine CT,cervical-spine-ct,Neck spine CT,C-Spine CT,
proc_upper_spine_x_ray,fam_x_ray,Neck X-Ray,neck-x-ray,Cervical spine X-ray,Neck X-Ray,
proc_uric_acid_blood,fam_blood_test,Uric Acid Test,uric-acid-test,Gout test,Uric Acid,
proc_urinalysis,fam_urine_test,Urinalysis,urinalysis,Urine analysis,Urine Test,"urine test,ua,uti test,bladder infection test,pee test"
proc_urine_culture,fam_culture,Urine Culture,urine-culture,Urine infection test,Urine Culture,"uti culture,bladder infection test,urine infection test"
proc_urine_pregnancy_test,fam_urine_test,Urine Pregnancy Test,urine-pregnancy-test,Pregnancy test,Pregnancy Test,
proc_vaginal_delivery,fam_delivery,Vaginal Delivery,vaginal-delivery,Natural childbirth,Natural Birth,"natural birth,childbirth,labor delivery,natural delivery,vaginal birth"
proc_vancomycin_injection,fam_injection,Vancomycin Injection,vancomycin-injection,Antibiotic injection,Vancomycin,
proc_vein_chemotherapy,fam_chemotherapy,Chemotherapy Infusion,chemotherapy-infusion,Cancer treatment infusion,Chemo,
proc_venipuncture_younger_than_3,fam_blood_test,Pediatric Blood Draw,pediatric-blood-draw,Blood draw for young children,Child Blood Draw,
proc_ventral_hernia_repair,fam_hernia,Abdominal Wall Hernia Repair,ventral-hernia-repair,Ventral hernia surgery,Abdominal Hernia,
proc_viscoelastic_substance,fam_eye_implant,Viscoelastic,viscoelastic,Eye surgery protective gel,Viscoelastic,
proc_visual_field,fam_eye_exam,Visual Field Test,visual-field-test,Peripheral vision test,Visual Field,
proc_vitamin_d3_blood_test,fam_blood_test,Vitamin D Test,vitamin-d-test,Vitamin D level,Vitamin D,"vitamin d test,vitamin d level,vit d test"
proc_voice_box_endoscopy,fam_airway,Laryngoscopy,laryngoscopy,Voice box examination,Throat Scope,
proc_wheelchair_management,fam_training,Wheelchair Training,wheelchair-training,Wheelchair use training,Wheelchair Training,
proc_wrist_x_ray,fam_x_ray,Wrist X-Ray,wrist-x-ray,Wrist X-ray,Wrist X-Ray,
